,index,condo_price,maint_fee,avg_income_household_yr,avg_income_individual_yr,total_sqft,price_per_sqft,toronto_region,bedrooms,bath,parking,age_of_building,commute_transit,commute_car,near_by_schools,near_by_grocery_stores,near_by_bars&restaurants,speak_English,speak_Europe_language,speak_Asian_language,speak_Africa_language,speak_middleEast_language,edu_no_diploma,edu_high_school,edu_trade_cert,edu_coll_or_univ_cert,edu_ba_or_msc_cert,population_0_14_years,population_15_19_years,population_20_34_years,population_35_49_years,population_50_64_years,population_65_and_more,tenancy_property_type_owned,tenancy_property_type_rented,tenancy_property_type_detached,tenancy_property_type_semi_detached,tenancy_property_type_duplex,tenancy_property_type_low_rise,tenancy_property_type_high_rise,household_compo_singlefamily,household_compo_multifamily,household_compo_singleperson,household_compo_multiperson,latitude,longitude,bedrooms_plus_field,cluster_nbr,criminal_records
649,649,579900,536.43,87747,45570,650,892,West End,1,1,1,8.0,46,31,0,3,97,70,9,10,0,0,12,20,3,18,46,7,2,56,23,9,4,43,57,0,1,1,9,80,38,0,47,15,43.64161702,-79.42469932,1,2,60
650,650,624900,431.63,85765,40926,596,1048,North York,1,1,1,6.0,42,54,0,0,67,55,12,13,0,2,20,20,7,19,31,14,5,26,25,18,11,35,65,16,0,7,30,45,56,2,37,5,43.73400878,-79.44854913,1,1,28
651,651,525000,320.44,131658,56521,447,1174,Downtown,1,1,1,6.0,39,32,0,1,99,73,6,5,0,2,9,17,5,23,43,9,2,37,29,16,8,47,53,1,2,2,19,62,39,0,54,7,43.65664362,-79.35479174,0,6,94
652,652,819000,765.0,90995,35270,1299,634,North York,2,2,1,40.5,33,62,1,1,12,26,4,42,0,4,16,22,1,20,40,13,6,14,20,21,26,66,33,13,3,1,24,26,60,4,34,2,43.80993811,-79.35899698,1,1,2
653,653,448000,352.09,120616,51130,360,1241,Midtown | Central,1,1,1,4.0,59,26,0,3,92,83,7,2,1,1,7,21,4,19,48,9,3,30,20,18,20,20,80,6,3,2,30,58,43,0,50,7,43.68301867,-79.41800488,0,6,12
654,654,435000,581.31,65303,28310,839,518,Scarborough,2,1,1,36.0,33,62,1,2,26,43,0,44,0,0,20,24,5,20,30,21,6,24,21,17,10,67,32,11,3,7,2,53,67,6,21,5,43.79468815,-79.23742818,0,1,18
655,655,777000,330.06,65303,28310,1099,712,Scarborough,2,2,1,9.0,33,62,1,3,30,43,0,44,0,0,20,24,5,20,30,21,6,24,21,17,10,67,32,11,3,7,2,53,67,6,21,5,43.79523243,-79.23921889,0,1,16
656,656,659999,383.26,95036,41037,501,1317,Etobicoke,1,1,1,4.0,31,63,0,5,52,55,23,4,0,0,26,24,5,20,21,8,4,31,21,19,17,87,12,29,0,3,7,58,50,1,44,5,43.6211556,-79.52154475,0,4,6
657,657,789000,670.47,75408,37550,949,833,North York,2,2,1,21.0,47,43,1,0,99,12,2,67,0,9,6,21,2,17,55,11,5,30,23,17,14,66,33,4,0,0,1,94,55,1,36,8,43.76922973,-79.41193495,0,3,12
658,658,1750000,897.04,88581,44693,1136,1540,Downtown,3,2,1,2.0,28,15,2,7,91,51,4,27,0,3,8,22,1,14,52,7,4,48,18,13,11,32,67,0,0,1,9,89,31,1,53,16,43.65504486,-79.38902291,1,2,104
659,659,2550000,2104.6,217488,81581,4250,619,Midtown | Central,3,4,1,47.0,43,29,5,5,54,74,11,5,0,0,5,13,1,15,63,9,3,36,20,17,14,48,52,11,6,7,43,25,45,1,42,12,43.67585621,-79.4090514,2,1,18
660,660,699900,661.16,108380,58318,790,885,Downtown,1,2,1,21.0,32,33,5,7,88,79,10,8,0,0,10,18,2,22,47,7,1,42,28,14,7,57,43,1,2,3,17,68,36,1,55,8,43.64323753,-79.40724207,1,6,106
661,661,599900,955.03,83466,40115,809,741,Downtown,1,1,2,31.0,34,18,1,14,85,38,4,36,0,3,5,19,2,14,59,5,5,52,17,14,8,31,69,0,0,0,3,97,29,0,54,17,43.66161661,-79.38467969,1,2,66
662,662,639900,433.0,93024,36941,593,1079,Etobicoke,1,1,1,8.0,29,62,0,4,26,74,12,3,0,1,26,24,2,24,22,16,4,20,22,22,15,74,23,51,17,9,23,0,67,4,25,4,43.60133105,-79.54553206,0,1,6
663,663,639999,384.19,67909,33479,586,1092,Scarborough,1,1,1,8.0,35,59,2,2,96,34,0,50,0,2,12,21,5,25,36,9,5,39,18,16,14,73,27,4,0,1,0,93,48,1,41,10,43.77330168,-79.25537212,0,3,18
664,664,679000,530.0,129417,67914,796,853,Downtown,2,1,1,35.0,30,29,1,6,93,62,11,11,0,2,3,13,2,15,66,6,1,46,22,14,11,51,49,0,0,0,0,100,39,0,50,11,43.63928845,-79.38571855,0,5,70
665,665,699000,697.76,75424,38658,849,826,North York,2,2,1,17.0,44,45,1,3,96,19,7,47,0,16,7,19,2,17,54,11,6,28,23,17,15,69,30,4,0,0,2,93,56,1,35,8,43.77139308,-79.41266751,0,3,8
666,666,829900,92.75,70096,28255,1499,556,Scarborough,3,3,2,37.0,31,68,0,0,14,65,0,23,0,1,24,26,7,28,13,20,8,21,19,20,13,51,48,36,7,6,3,10,75,7,14,4,43.8088286,-79.2097046,1,1,58
667,667,559000,535.99,80557,40324,699,799,West End,1,2,1,9.0,49,30,0,4,96,70,9,10,0,0,12,22,3,18,43,7,2,55,23,9,4,35,65,0,1,1,12,76,38,0,46,16,43.64042512,-79.42465239,1,2,56
668,668,739000,535.0,76457,37499,669,1103,Etobicoke,1,1,1,6.0,43,52,0,5,93,48,17,4,5,0,10,25,4,24,35,11,4,30,22,17,15,35,65,5,0,0,2,89,48,1,46,6,43.6438543,-79.52917307,1,6,10
669,669,679900,759.0,106208,46268,949,718,Downtown,1,1,1,23.0,42,27,3,13,84,82,6,4,0,0,13,23,4,18,39,13,4,24,23,22,15,23,76,2,6,3,23,57,47,1,43,10,43.66542718,-79.36947263,0,6,118
670,670,859000,429.42,91452,40590,833,1031,North York,2,2,1,12.0,41,55,1,0,18,43,30,10,0,0,16,19,5,23,38,13,5,22,23,20,17,76,24,33,2,6,20,38,63,3,28,5,43.75251787,-79.45427131,0,1,4
671,671,729000,415.0,96010,48051,494,1473,Downtown,1,1,1,12.0,42,15,1,8,91,55,5,19,0,6,3,17,1,17,59,5,3,49,19,13,11,25,75,0,0,0,5,94,32,0,56,12,43.66860761,-79.38434398,0,5,40
672,672,789900,547.23,106616,52292,825,957,Downtown,2,2,1,1.0,32,28,0,3,97,73,6,5,0,2,11,17,3,21,47,9,3,36,27,18,8,49,51,0,1,1,11,81,36,0,57,6,43.65388006,-79.36400537,0,0,122
673,673,699000,572.37,130890,51351,708,987,North York,1,1,1,7.0,39,52,0,0,13,25,3,42,0,18,8,17,0,23,51,10,4,45,19,13,10,65,34,12,1,0,1,81,54,1,39,7,43.76771761,-79.37061999,1,3,12
674,674,899000,526.79,98637,51032,667,1346,Downtown,1,1,1,6.0,39,34,1,4,95,56,8,18,0,5,5,15,2,16,61,7,2,59,20,9,4,52,48,0,0,0,1,98,35,0,51,13,43.63835992,-79.39865695,1,5,90
675,675,749000,573.3,107620,52176,633,1183,Downtown,1,1,1,11.0,42,16,1,8,91,55,5,19,0,6,3,17,1,16,60,5,3,48,19,13,12,25,74,0,0,0,4,95,33,0,56,11,43.66955839,-79.38465688,1,5,36
676,676,1038000,847.0,83179,34267,1750,605,North York,3,3,1,10.5,26,70,0,1,4,47,19,24,0,0,22,30,6,23,18,20,5,22,25,18,9,90,10,40,9,2,3,0,76,8,13,4,43.72955697,-79.5234845,0,1,20
677,677,369900,601.0,76683,33456,1099,339,Etobicoke,2,1,1,50.0,27,66,1,0,10,33,3,20,26,0,32,30,5,18,13,20,7,19,17,17,20,66,33,17,1,1,0,78,67,4,23,6,43.69683093,-79.55253089,0,1,40
678,678,1149000,869.85,150395,62993,1099,1053,East End,2,3,1,5.0,34,55,1,7,64,86,6,1,0,0,14,22,3,17,42,16,4,15,25,24,16,49,51,22,13,3,28,31,51,1,46,3,43.67863217,-79.30013952,1,1,26
679,679,699999,715.82,63894,27284,1080,648,Scarborough,2,2,1,34.0,22,73,0,1,64,14,1,68,0,3,19,28,5,21,27,12,5,17,18,22,27,77,23,15,1,2,1,81,68,6,23,3,43.81448368,-79.32532605,0,1,8
680,680,2788000,1172.06,69789,38319,1616,1725,Downtown,2,3,1,6.0,34,20,0,6,94,63,9,9,0,0,9,25,3,27,36,11,3,25,27,21,13,16,84,0,0,8,6,71,37,1,56,6,43.64526282,-79.36132425,0,1,30
681,681,749000,335.0,67464,29159,623,1202,North York,1,2,1,9.0,47,45,0,1,52,27,0,22,0,19,12,21,5,20,41,16,5,34,21,15,9,39,61,2,0,0,0,93,63,2,26,9,43.77172639,-79.34479373,1,3,34
682,682,659000,514.98,102415,41526,561,1173,Midtown | Central,1,1,1,4.0,46,35,0,4,96,78,8,5,0,2,18,19,7,16,38,14,4,25,22,18,17,47,53,20,14,9,39,18,55,2,35,8,43.68014999,-79.43179097,0,1,30
683,683,899000,469.19,74753,38582,706,1272,North York,2,2,1,2.0,45,44,0,3,97,29,6,34,0,15,7,20,2,16,54,11,5,30,23,17,15,66,33,3,0,0,1,94,54,1,36,8,43.77035775,-79.41359442,0,3,8
684,684,449900,281.0,62129,29294,445,1009,Downtown,1,1,1,2.0,46,29,1,8,91,0,0,0,0,0,19,28,5,17,29,14,6,32,23,17,7,22,78,1,2,2,17,67,47,1,44,8,43.6606963,-79.3591765,0,1,108
685,685,799999,474.55,108695,60490,1044,766,Downtown,2,2,1,21.0,39,36,0,5,95,69,14,3,0,1,7,13,3,19,55,7,1,54,26,8,4,69,31,0,1,4,10,79,36,0,51,13,43.64129308,-79.41763226,0,0,52
686,686,1429000,767.91,208224,80998,1251,1142,Midtown | Central,2,2,1,23.0,41,32,4,7,65,77,11,3,0,4,6,16,1,16,58,12,4,25,20,19,20,63,37,21,11,7,33,19,54,1,35,10,43.67658289,-79.41391438,0,1,18
687,687,499000,545.4,90412,45412,604,825,West End,2,1,1,7.0,39,30,0,5,95,74,9,5,0,1,17,19,2,14,44,7,2,54,23,9,6,50,49,1,1,4,15,72,36,1,48,16,43.64173864,-79.42331575,0,2,58
688,688,688000,450.73,79027,38005,681,1010,North York,1,1,1,12.0,44,48,1,5,94,11,2,43,0,34,6,18,2,19,55,10,5,33,21,17,14,70,30,2,0,0,6,90,54,1,35,9,43.77631632,-79.41402939,1,3,8
689,689,679000,580.0,65524,43498,1299,525,York Crosstown,3,2,1,22.0,37,59,0,2,24,55,11,17,2,0,23,26,8,24,17,16,7,24,22,20,12,51,46,13,2,3,17,40,59,4,35,3,43.6928795,-79.5071037,0,1,68
690,690,599900,553.89,79748,38580,671,894,North York,1,1,1,32.0,46,44,1,3,96,18,5,47,0,17,5,21,1,18,55,9,4,33,21,17,15,57,43,1,0,0,2,95,53,1,38,9,43.76418478,-79.41054278,1,3,20
691,691,1175000,1144.0,142708,67856,1105,1063,Downtown,2,2,1,18.0,42,20,1,9,90,61,11,6,0,6,4,15,1,15,63,6,3,41,19,15,17,34,66,0,1,0,2,96,38,0,53,9,43.67129405,-79.38492503,0,2,34
692,692,649888,669.63,87479,43286,780,833,Downtown,1,1,1,31.0,28,19,4,14,82,44,4,25,0,8,5,20,2,11,61,7,5,54,17,11,6,34,66,0,0,0,1,98,33,0,50,17,43.65777601,-79.38329596,0,2,78
693,693,2895000,2296.63,119051,60555,2288,1265,Downtown,2,2,1,11.0,26,20,2,7,91,56,9,16,0,5,4,11,3,18,63,3,1,65,19,8,4,52,48,0,0,0,1,98,29,0,59,12,43.64683926,-79.39026872,1,2,148
694,694,799000,360.01,88366,41959,549,1466,Downtown,1,1,1,2.0,39,17,1,11,88,69,10,10,0,2,5,19,2,19,54,4,4,46,19,18,10,27,73,0,0,0,8,90,27,0,60,13,43.66551759,-79.38263886,1,2,64
695,695,644900,447.93,145764,75366,549,1183,Downtown,1,1,1,6.0,29,28,1,6,93,57,5,16,0,5,2,14,2,15,66,6,2,49,20,14,10,51,49,0,0,0,0,100,38,0,50,11,43.64193524,-79.38154708,1,5,62
696,696,499000,352.02,86355,38239,610,817,Scarborough,1,1,1,12.0,48,50,0,0,29,50,2,29,0,0,14,24,4,29,28,13,6,20,22,20,19,83,16,28,9,4,26,5,70,4,22,4,43.71615856,-79.28194579,0,1,14
697,697,998900,754.0,124495,61502,949,1055,Downtown,2,2,1,12.0,27,21,0,2,98,67,7,9,0,3,5,13,2,20,60,5,1,45,21,15,12,42,58,0,0,0,2,98,37,0,55,8,43.64683295,-79.37521636,0,0,84
698,698,599900,564.47,65318,30787,634,945,Downtown,1,1,1,7.0,41,30,2,9,89,50,10,17,0,4,21,26,5,17,29,14,7,33,22,17,7,26,74,1,2,0,18,67,48,1,43,8,43.65940364,-79.36117847,1,6,122
699,699,1698888,566.0,100809,51425,2262,751,North York,4,4,2,2.5,42,51,1,3,32,37,4,26,0,16,7,17,5,18,49,10,3,26,23,16,22,55,45,2,5,0,23,66,54,1,40,5,43.7670125,-79.3799407,0,1,8
700,700,599000,542.11,112927,55024,544,1101,Midtown | Central,1,1,1,7.0,58,31,2,6,92,68,8,2,0,2,7,16,3,20,54,8,2,33,24,17,16,29,71,1,0,0,3,94,36,0,58,6,43.69595363,-79.39585467,0,6,10
701,701,679000,666.88,85090,40113,672,1009,Downtown,1,1,1,30.0,34,17,1,14,85,46,4,26,0,5,6,20,3,16,55,5,4,47,18,16,9,30,70,0,0,0,4,94,29,0,56,15,43.66110216,-79.38259283,0,2,70
702,702,1099000,668.53,81575,40051,891,1233,Downtown,2,2,1,11.0,29,19,1,15,84,33,3,40,0,10,4,21,2,12,60,7,5,54,16,12,7,31,69,0,0,0,1,98,31,0,51,18,43.66013682,-79.38586916,1,2,58
703,703,599999,473.16,88498,40590,634,945,North York,1,1,1,9.0,41,56,0,0,40,55,12,13,0,2,18,20,7,20,32,16,6,22,25,19,12,38,62,23,0,11,37,27,60,2,33,5,43.73446814,-79.44637508,1,1,24
704,704,599000,721.72,70686,32359,903,663,North York,3,1,1,47.0,35,61,1,5,26,36,8,23,0,5,20,21,5,24,29,20,6,19,20,18,16,61,39,0,0,0,3,84,66,3,26,4,43.71923046,-79.32651875,0,1,36
705,705,1059900,887.0,99356,42394,928,1142,West End,2,3,1,8.0,55,30,1,6,93,65,22,2,0,0,8,21,3,26,41,13,4,28,24,18,14,26,74,10,6,6,30,48,46,1,46,7,43.65570904,-79.45640774,0,6,30
706,706,1288800,619.36,98020,49959,804,1601,Downtown,2,2,1,5.0,27,16,3,6,91,60,5,17,0,4,6,14,3,18,57,3,2,61,17,9,6,41,59,0,0,0,1,98,28,0,59,13,43.64909234,-79.38850423,0,5,122
707,707,1179000,901.36,189322,81859,1083,1088,Midtown | Central,2,2,1,5.0,55,35,0,5,58,88,5,2,0,3,7,18,1,15,56,16,5,21,22,20,16,46,53,29,7,2,30,30,54,1,41,4,43.72425059,-79.40222906,1,1,2
708,708,1975000,1254.95,391242,153997,1299,1529,Midtown | Central,2,2,2,4.7,45,36,3,4,93,86,5,3,0,0,3,14,1,13,66,12,4,18,17,24,26,67,32,13,16,2,23,28,55,0,42,3,43.68071,-79.389433,0,1,16
709,709,799000,639.16,68029,32225,1231,649,North York,2,2,1,50.0,45,53,0,1,10,32,26,20,0,4,12,22,6,26,34,16,6,21,22,19,16,46,54,3,10,0,2,81,69,4,22,5,43.78028156,-79.44551629,0,1,16
710,710,588000,358.58,92338,45485,555,1059,Downtown,1,1,1,1.0,34,19,2,3,95,66,7,14,0,0,7,20,4,20,46,6,3,38,25,20,8,32,68,0,1,0,13,85,32,0,57,11,43.65615829,-79.37512841,1,0,108
711,711,981000,1302.0,106889,42374,1530,641,North York,2,3,2,16.0,43,50,0,3,24,40,24,10,0,2,12,20,1,22,43,17,6,18,23,20,17,33,67,28,0,5,12,56,61,2,32,5,43.74940878,-79.43733505,1,1,4
712,712,3099000,3425.31,127943,68681,2374,1308,Downtown,2,3,1,9.0,27,22,2,3,95,58,6,13,0,6,3,11,2,16,67,5,2,41,22,18,11,52,48,0,0,0,2,98,38,0,53,9,43.64975546,-79.38032313,0,1,100
713,713,799900,872.14,118504,64117,1099,733,Downtown,3,2,1,23.0,37,40,4,5,91,75,9,4,0,1,5,14,3,20,57,7,1,49,29,10,4,72,28,0,1,3,15,74,38,0,54,8,43.64077414,-79.41234246,0,6,38
714,714,998900,664.0,123712,66396,949,1055,Downtown,1,2,1,11.0,29,29,1,2,97,75,9,4,0,2,4,14,2,21,58,5,1,54,25,10,4,61,39,0,0,0,5,92,31,0,59,9,43.64389282,-79.39947628,0,0,150
715,715,1098900,796.43,106616,52292,1100,999,Downtown,3,3,1,1.0,32,28,0,3,97,73,6,5,0,2,11,17,3,21,47,9,3,36,27,18,8,49,51,0,1,1,11,81,36,0,57,6,43.65388006,-79.36400537,0,6,122
716,716,649000,486.75,69903,30606,625,1038,North York,1,1,1,1.0,42,52,0,2,36,46,7,15,0,5,18,24,2,22,34,20,7,23,22,18,10,31,68,0,21,0,29,39,67,6,21,7,43.7194863,-79.3367507,1,1,32
717,717,599999,798.09,70686,32359,999,600,North York,3,2,1,47.0,35,61,1,5,26,36,8,23,0,5,20,21,5,24,29,20,6,19,20,18,16,61,39,0,0,0,3,84,66,3,26,4,43.71923046,-79.32651875,0,1,36
718,718,1148800,458.0,75599,37505,1251,918,Etobicoke,2,2,1,9.8,43,52,0,5,94,48,17,4,5,0,10,25,5,24,35,11,4,31,22,17,15,35,65,4,0,0,2,90,47,1,46,6,43.64444468,-79.53124266,1,6,14
719,719,488800,447.0,63398,26764,949,516,Scarborough,2,1,1,46.0,41,52,0,5,61,61,4,27,0,0,23,30,7,20,18,14,6,19,19,25,17,44,56,11,1,2,8,66,44,3,50,3,43.76865339,-79.18323297,0,1,22
720,720,549900,401.59,104350,46077,569,965,Etobicoke,1,1,1,8.0,29,62,0,5,74,51,15,7,0,5,15,22,7,24,32,11,3,30,24,17,16,78,22,18,1,2,3,73,51,1,43,5,43.60957568,-79.55736886,0,4,12
721,721,968000,1590.62,155373,78816,1553,623,Etobicoke,2,2,1,44.0,26,69,0,2,24,58,15,6,0,2,6,18,3,30,43,6,2,32,23,21,17,79,21,0,0,0,0,98,43,0,52,4,43.63150875,-79.47451876,0,4,22
722,722,869000,919.68,120188,62009,884,983,Downtown,2,1,1,19.0,27,23,1,5,94,71,7,8,0,3,7,13,2,18,58,3,1,62,21,8,4,57,42,0,0,0,3,96,29,0,60,11,43.64664236,-79.39426274,0,5,170
723,723,995000,1896.37,164314,75767,1099,912,Midtown | Central,2,2,1,75.0,66,24,3,2,95,74,9,2,0,0,3,16,2,20,58,8,2,23,19,18,29,29,70,3,1,3,5,86,39,0,57,4,43.68785006,-79.38877799,0,1,10
724,724,699000,610.0,65893,33069,725,964,North York,2,1,1,12.0,55,39,2,4,94,25,10,38,0,10,8,21,2,18,51,9,5,36,20,18,11,54,46,3,0,1,2,92,53,2,33,12,43.78399689,-79.41604042,0,3,8
725,725,875000,879.6,263147,106649,964,907,Etobicoke,1,2,1,15.0,30,57,0,1,29,82,6,1,0,0,8,15,3,22,50,14,5,14,19,22,26,60,41,38,0,1,25,35,64,0,33,3,43.64953184,-79.50031936,1,1,8
726,726,870000,627.08,104906,53949,696,1250,Downtown,1,1,1,6.0,31,24,0,7,93,66,6,8,0,1,8,17,3,21,51,8,2,36,26,17,11,51,49,0,0,0,9,86,38,0,55,7,43.65100886,-79.36793051,1,0,112
727,727,749000,464.72,84040,40216,1004,746,North York,1,2,1,25.0,41,50,1,5,94,18,3,52,0,15,5,18,2,17,57,11,5,30,23,17,14,73,27,1,0,0,10,86,58,1,34,7,43.77670494,-79.41106388,1,3,8
728,728,599000,365.62,133203,59331,597,1002,Downtown,1,1,1,1.0,39,32,0,0,100,73,6,5,0,2,8,15,4,23,49,8,1,37,29,16,8,51,49,1,2,2,17,66,39,0,54,6,43.65518742,-79.3548449,0,0,88
729,729,599000,752.09,62527,26894,1358,441,Scarborough,2,2,1,40.0,42,55,0,4,39,37,3,34,0,6,21,30,6,19,24,13,6,20,17,20,24,68,32,3,4,1,3,80,67,6,22,5,43.79966806,-79.31623923,0,1,12
730,730,679000,437.16,69768,33414,598,1135,Downtown,1,1,1,4.0,38,30,2,9,89,47,4,29,5,0,21,26,5,17,28,14,7,32,22,18,8,31,69,1,2,1,18,66,47,1,44,8,43.65909652,-79.36290153,0,6,122
731,731,449000,265.2,113766,61891,499,899,Downtown,1,1,1,1.0,38,41,5,7,88,63,10,7,0,4,3,12,2,20,60,5,1,56,27,8,3,71,29,0,0,1,13,82,35,0,56,9,43.63978925,-79.40984172,0,2,50
732,732,899000,741.81,137681,71016,970,926,Etobicoke,2,2,1,9.0,24,73,1,7,53,58,15,6,0,2,7,18,4,27,43,7,2,39,24,17,10,76,24,0,0,0,2,94,42,0,53,5,43.62440053,-79.4852875,1,4,14
733,733,579888,522.08,75693,35139,597,971,West End,1,1,1,6.0,48,29,0,4,96,78,11,0,0,0,20,21,3,18,36,7,2,48,23,12,8,28,71,1,2,2,25,63,38,1,48,14,43.64187894,-79.42891564,0,6,78
734,734,689900,580.0,65524,43498,1499,462,York Crosstown,4,3,1,22.0,37,59,0,2,24,55,11,17,2,0,23,26,8,24,17,16,7,24,22,20,12,51,46,13,2,3,17,40,59,4,35,3,43.6928795,-79.5071037,0,1,68
735,735,699998,345.27,67757,29247,1499,469,Scarborough,3,3,2,24.0,31,66,0,2,28,36,0,53,0,0,19,27,5,21,28,16,6,25,22,19,11,72,27,4,2,2,1,46,67,5,21,6,43.79158699,-79.23537528,0,1,24
736,736,1498000,1204.4328,155193,78644,1299,1159,Etobicoke,2,3,1,0.5,28,68,1,7,45,61,13,6,0,0,6,18,4,30,42,6,1,27,23,24,19,77,23,0,0,0,0,99,43,0,53,3,43.62473909,-79.4789624,1,4,12
737,737,799900,654.74,125148,66367,862,927,Downtown,1,2,1,10.0,27,27,0,4,96,75,9,4,0,2,3,11,2,18,66,4,1,61,23,7,3,62,38,0,0,0,2,97,31,0,59,11,43.6441897,-79.39578905,1,5,156
738,738,529000,515.62,94438,46004,744,711,North York,1,1,1,12.0,25,71,0,4,18,51,8,9,0,6,9,19,6,24,43,10,3,17,20,21,29,68,32,0,0,0,1,96,53,1,41,4,43.72507237,-79.32870744,1,1,24
739,739,619900,409.08,88366,41959,483,1281,Downtown,1,1,1,14.0,39,17,0,11,89,69,10,10,0,2,5,19,2,19,54,4,4,46,19,18,10,27,73,0,0,0,8,90,27,0,60,13,43.66550143,-79.38333272,0,2,60
740,740,868000,913.62,81979,39983,855,1015,Downtown,2,2,1,22.0,28,20,1,15,84,33,1,41,0,9,4,20,2,12,62,7,5,55,16,11,6,32,67,0,0,0,1,99,31,0,50,18,43.65966646,-79.38592618,0,2,62
741,741,999900,594.9,118448,66651,1070,934,Downtown,1,2,1,13.0,32,33,2,3,95,72,11,4,0,1,5,16,2,20,56,6,1,47,28,12,5,65,35,0,1,1,9,84,35,0,57,8,43.64224953,-79.40250593,0,0,124
742,742,799900,605.6,87864,40813,725,1102,Downtown,2,2,1,6.0,35,18,2,5,93,63,10,8,0,1,9,22,4,20,41,7,3,35,24,22,9,25,75,0,1,0,16,81,30,0,59,11,43.6568058,-79.37509241,0,6,110
743,743,680000,402.25,55618,23708,701,969,Scarborough,1,1,1,10.0,27,63,1,2,71,33,1,51,0,2,17,25,4,26,27,13,4,37,21,16,9,71,29,3,1,2,1,90,54,3,36,8,43.77787234,-79.28075064,1,3,26
744,744,999999,864.87,118266,61092,868,1151,Downtown,2,2,1,14.0,30,21,1,2,97,66,5,12,0,1,4,15,2,18,59,5,2,42,23,17,10,49,51,0,0,0,7,93,36,0,55,9,43.65152069,-79.37575373,0,0,104
745,745,799900,499.29,106838,67984,775,1032,West End,1,2,1,9.0,24,54,0,5,95,70,10,5,0,2,2,16,3,17,57,5,1,62,23,6,3,50,50,0,0,0,4,96,36,0,54,9,43.6374676,-79.41844989,1,5,42
746,746,599000,366.51,84666,41223,502,1193,Downtown,1,1,1,12.0,33,18,1,13,86,38,4,36,0,3,4,19,2,13,61,5,5,53,16,13,8,33,67,0,0,0,2,97,29,0,54,17,43.66240743,-79.38589834,0,2,60
747,747,649900,799.0,69452,32638,949,686,Scarborough,2,2,1,13.0,31,65,2,3,95,34,0,45,0,3,11,26,4,26,33,12,4,33,20,18,13,69,31,5,1,1,1,90,56,2,34,8,43.7736579,-79.24985581,0,3,12
748,748,629600,856.29,49790,25574,1299,487,East York,3,2,2,49.0,61,30,0,4,53,32,0,44,0,0,14,23,5,17,40,22,5,23,24,17,10,34,66,1,0,0,2,96,64,2,27,7,43.69660733,-79.29421175,0,1,58
749,749,1099000,731.0,110150,55496,949,1160,Downtown,3,2,1,0.5,27,21,0,4,96,65,7,8,0,3,7,17,3,20,53,7,2,38,22,17,14,38,62,0,0,0,4,93,38,0,55,7,43.64646122,-79.37308727,0,0,74
750,750,639000,388.1,78178,37339,549,1162,North York,1,1,1,5.0,42,46,0,0,100,41,50,4,0,1,29,25,10,22,13,11,6,25,20,19,18,78,22,44,3,8,9,10,62,3,27,8,43.72285405,-79.45715137,1,1,52
751,751,889999,502.63,113418,52975,649,1378,Midtown | Central,2,2,1,1.0,52,35,0,1,99,66,10,5,0,2,6,16,3,22,53,9,3,34,23,17,14,22,78,4,4,1,11,79,38,0,56,6,43.70874904,-79.39956961,0,6,12
752,752,1995000,1709.72,202972,87707,1533,1301,Midtown | Central,2,2,2,24.0,61,27,3,2,95,58,10,14,0,3,3,14,2,21,60,8,2,23,19,19,30,38,61,5,1,3,8,80,43,0,53,4,43.68874945,-79.38997158,0,1,12
753,753,579000,371.77,137681,71016,454,1273,Etobicoke,1,1,1,3.0,24,73,1,7,55,58,15,6,0,2,7,18,4,27,43,7,2,39,24,17,10,76,24,0,0,0,2,94,42,0,53,5,43.62322126,-79.48393449,0,4,16
754,754,888880,730.0,125132,53711,895,993,North York,2,2,1,7.0,34,60,3,3,37,29,3,38,0,12,8,17,3,18,53,13,5,28,23,18,14,58,41,17,0,0,1,75,59,2,34,5,43.76859506,-79.38960035,1,3,10
755,755,499000,355.69,117167,66383,449,1109,Downtown,1,1,1,5.0,30,30,1,4,95,75,9,4,0,2,5,16,2,22,54,6,1,48,28,12,5,62,38,0,1,1,10,85,33,0,58,8,43.6439484,-79.40147576,0,0,140
756,756,1588888,843.5,98020,49959,1010,1573,Downtown,3,3,1,5.0,27,16,3,6,91,60,5,17,0,4,6,14,3,18,57,3,2,61,17,9,6,41,59,0,0,0,1,98,28,0,59,13,43.64909234,-79.38850423,0,2,122
757,757,679800,980.18,73467,33827,1129,602,Etobicoke,3,2,1,51.0,33,61,0,1,11,42,15,7,0,0,17,30,8,28,18,15,6,20,18,22,18,62,38,10,2,1,0,79,68,3,26,4,43.65267586,-79.56921258,0,1,32
758,758,749999,360.0,88517,33836,1099,688,Scarborough,3,3,1,8.0,30,65,1,2,31,69,7,15,0,0,15,26,3,28,27,15,7,19,19,23,17,89,3,56,0,9,1,0,76,5,16,3,43.77703391,-79.17249424,0,1,10
759,759,699000,678.21,110885,51348,741,943,Midtown | Central,1,1,1,13.0,54,34,1,4,95,59,9,6,0,5,7,15,4,22,52,8,3,35,23,15,16,24,75,2,2,0,11,83,37,0,57,6,43.70837798,-79.39210094,1,6,10
760,760,670000,633.68,131093,59543,649,1038,Etobicoke,1,1,1,9.0,19,74,2,7,65,58,15,6,0,2,22,18,4,20,32,11,3,38,25,16,7,76,24,10,2,1,10,66,48,1,45,6,43.62413144,-79.48806758,1,4,12
